,Bell No,Actual Time,Confidence
450,1,174820.0,0.6527008003892721
451,4,175250.0,1.0
452,7,175400.0,0.9497385831515307
453,2,175530.0,1.0
454,5,175780.0,1.0
455,3,176080.0,0.8071736428138836
456,8,176530.0,0.9744017979619508
457,1,176780.0,1.0
458,6,177060.0,1.0
459,7,177400.0,1.0
460,4,177570.0,1.0
461,5,177820.0,0.9645355344742416
462,2,177890.0,1.0
463,3,178130.0,1.0
464,1,178730.0,0.9235394835996249
465,8,179120.0,1.0
466,7,179400.0,0.9697601842465818
467,6,179530.0,0.9018229205557236
468,5,179830.0,0.8686880710964435
469,2,180112.38888888888,0.030876985546798782
470,4,180240.0,1.0
471,3,180400.0,1.0
472,1,180840.0,1.0
473,8,181170.0,0.9045772017608428
474,6,181390.0,0.9615121102513919
475,5,181620.0,0.83076058142647
476,7,181630.0,0.9749047201571376
477,4,182040.0,1.0
478,2,182290.0,0.9471813016109977
479,3,182640.0,1.0
480,8,183150.0,0.9875877473117899
481,1,183390.0,1.0
482,5,183580.0,1.0
483,7,183630.0,1.0
484,6,183940.0,0.9658223817340315
485,4,184380.0,1.0
486,3,184660.0,1.0
487,2,185020.0,0.8092864150513442
488,8,185240.0,0.981281291750544
489,5,185420.0,1.0
490,7,185520.0,0.904503274959734
491,1,185650.0,0.4346543945418084
492,6,186060.0,0.8045515612006551
493,3,186390.0,1.0
494,4,186700.0,0.9875951532231676
495,2,186940.0,0.8764658300641486
496,5,187450.0,0.7072633583854007
497,7,187570.0,0.5856606800605164
498,8,187750.0,0.32432024880842825
499,1,188020.0,0.18168015261530773
500,3,188360.0,1.0
501,6,188650.0,0.9729530252840257
502,2,188860.0,0.3133070398212798
503,4,189330.0,1.0
504,7,189530.0,0.9910102430174106
505,5,189760.0,0.9288865909244752
506,8,190060.0,0.9872139874676392
507,1,190170.0,0.9847736117422576
508,6,190540.0,0.9033686615694865
509,3,190700.0,0.9785122778606168
510,4,191060.0,0.9942174806404717
511,2,191300.0,0.9931376748414418
512,5,191690.0,0.9881837520720901
513,7,192060.0,0.875597478163537
514,1,192220.0,0.9473387858734189
515,8,192580.0,0.9850932140999029
516,3,192720.0,1.0
517,6,193020.0,1.0
518,2,193150.0,0.9666044639672849
519,4,193510.0,0.977484414432561
520,5,193830.0,1.0
521,1,194350.0,0.5185706823749904
522,7,194440.0,0.9726369755738603
523,3,194560.0,1.0
524,8,194890.0,0.9196112528687495
525,2,195030.0,0.9624332560593399
526,6,195410.0,0.9888092901418222
527,4,195530.0,1.0
528,1,196190.0,0.8561060528191856
529,5,196400.0,0.982568305746281
530,3,196680.0,0.3988308301604109
531,7,196900.0,1.0
532,2,197210.0,0.8994513009481853
533,8,197410.0,1.0
534,4,197680.0,0.9590928391176052
535,6,197840.0,0.9325154831172284
536,1,198250.0,1.0
537,5,198540.0,1.0
538,7,198740.0,1.0
539,3,198900.0,0.9292071424552278
540,8,199290.0,1.0
541,2,199470.0,0.9913609941680979
542,6,199780.0,1.0
543,4,200030.0,0.9359675012062495
544,5,200470.0,0.9894228962220001
545,1,200800.0,1.0
546,7,201030.0,1.0
